customer_unique_id,first_order_id,first_order_date,delivery_delay_days,is_late_delivery,shipping_delay_days,is_late_shipping,total_price,freight_ratio,category_count,item_count,main_category,has_consumable_item,primary_payment_type,max_installments,used_voucher_flag,voucher_ratio,min_review_score,is_reordered_90d
014dcb5d582d60bca6a379e45a9041da,ced791864a1478d28bc041d61f8ce2f4,2018-02-02,-17,0,-2,0,11.89,1.42,0,1,,0,voucher,1,1,1.0,5,0
daf977fac690cabb536c4b1267943072,3bd4ee403abd790f3250984b0eddb23a,2017-11-27,1,1,-4,0,12.49,1.21,0,1,,0,voucher,1,1,0.84,5,0
75ebac4a082ea5f364c4371f34ed2bb0,e833d2324ca8e55d593c0d9d8806c227,2017-02-07,-19,0,-1,0,12.49,0.88,0,1,,0,credit_card,2,0,0.0,5,0
f30aca5c2b78d7b1e98ab7e62ef2fe08,4cd513ff3d4f0c420dca1f9f0b98163f,2017-06-29,-15,0,-2,0,12.7,1.41,0,1,,0,credit_card,1,0,0.0,5,0
15245b75c549472df5d8fa5ea84d2471,6f79ab44c1626d8b73b8797f179b9c0a,2018-01-03,-22,0,-4,0,12.89,1.17,0,1,,0,credit_card,2,0,0.0,5,0
6ec3c08c6e460cd43ac97336be9a7b7f,ad18d4d14b15eb7a3c5270067c1ae24a,2017-08-18,-9,0,-2,0,12.9,0.68,0,1,,0,credit_card,1,0,0.0,2,0
f97ab9c166ca8d6f5313653ee439a6a8,378aab9f026bcce6c5d6b5b6453be88a,2018-04-08,-14,0,-1,0,13.3,0.58,0,1,,0,credit_card,2,0,0.0,5,0
53f792efaba5dd404baad98e3644d634,4edd97a383a190e45e83c16cd6460d63,2018-02-19,-2,0,-3,0,13.3,1.14,0,1,,0,boleto,1,0,0.0,5,0
6e7abf179b520164ea1b668168950784,9ede1353fa011bed8de24d379d612305,2018-01-17,-7,0,-3,0,13.3,1.14,0,1,,0,credit_card,1,0,0.0,5,0
b543b46ab6b83edd5986240a59e643b4,ae42e20515116ca9bf5a1e32e7ec53d9,2017-11-21,13,1,16,1,13.3,0.61,0,1,,0,boleto,1,0,0.0,5,0
4ea910b8d63f40bd6b598ca7ff64be3e,42c99d4e378b852657e71d810ef1858c,2017-11-28,1,1,-3,0,13.45,1.2,0,1,,0,credit_card,1,0,0.0,4,0
35b8febc8fd46c7c7e07c29352efbfd5,bb580a11981d17436d65e4c945b39124,2017-04-03,-14,0,-5,0,13.9,0.67,0,1,,0,boleto,1,0,0.0,5,0
4c34d2ee146ada6cab4004100f065fd7,0916594b6973230f69379f83d3bac036,2017-05-21,-14,0,-3,0,13.99,1.08,0,1,,0,credit_card,1,0,0.0,5,0
29aabad116c1559b35469314d31ac8b9,39f8aaf58db880948c0d55e578166fc3,2017-07-09,-19,0,-5,0,14.9,1.01,0,1,,0,credit_card,1,0,0.0,4,0
bf7ddc1608ca46489014d23414339970,18b9bf2dbee620dc2f5b9d4a747c2819,2017-11-20,15,1,-1,0,15.0,1.07,0,1,,0,credit_card,1,0,0.0,5,0
45861d13dc73fcddf277794733a88510,82f4132e89e21a9294ff6bee8e6a9a3a,2017-04-01,-5,0,-5,0,15.0,1.39,0,1,,0,boleto,1,0,0.0,5,0
b43b59147bb1d34fbeab3eba7b7fe372,eaa0211ae0667cb758713505ee149479,2017-08-21,-12,0,-1,0,15.0,0.55,0,1,,0,credit_card,1,1,0.43,5,0
ac61313799cbdcce7029bae4717d08e2,599f88486aefa57adef7d260eb589778,2017-10-06,-14,0,-1,0,15.36,0.92,0,1,,0,credit_card,1,0,0.0,5,0
6c095e4355f6b521dbcea4bdce2d9913,a096c1244026411d2d8d5d955dca7b73,2017-11-18,18,1,0,0,15.9,1.01,0,1,,0,boleto,1,0,0.0,2,0
f108e9aa9fe624b7e9455423458c5f95,5a94aa7bad40a2f6303210a8770843f6,2017-11-23,-9,0,-5,0,15.9,0.49,0,1,,0,boleto,1,0,0.0,4,0
b5f8527886396beec206595ae092f6c1,86336bae769e4fb1af25f7bdb4b12cea,2018-05-20,-14,0,-1,0,16.0,1.9,0,2,,0,credit_card,3,1,0.17,1,0
9891a0b954b46a998dcaf4ec71b89a49,755c4aa4960614ec096601363b0ea48d,2017-05-24,-17,0,-3,0,16.0,1.18,0,1,,0,credit_card,1,0,0.0,5,0
ea0291d9b2223d0dc3f8d5b48ae2574f,fa42976ec498a7a192277e10b1706a5f,2017-03-18,-6,0,0,0,16.9,1.02,0,1,,0,boleto,1,0,0.0,1,0
f4e4f6d079813f9bfe45dc60f1468bb2,d6a41a84e4678642f3d747326570ce4d,2017-07-30,-3,0,-1,0,16.9,0.56,0,1,,0,credit_card,1,0,0.0,1,0
c14b11702328f44976fafe3706b60c7b,1fa468994c6de461001e0d8849f60a7f,2017-12-06,0,0,-4,0,16.9,1.06,0,1,,0,credit_card,1,0,0.0,3,0
721d1092e1a6460c67e6a0e691d899a3,cab041d8d606d6c9d3165da578795340,2017-05-13,-17,0,-2,0,16.9,1.97,0,1,,0,credit_card,5,0,0.0,5,0
d2bd93dc020bad315e81f7065f272d7b,fd06d0c6fa9aa98d24fcb159b433375e,2017-06-03,-12,0,0,0,16.9,0.78,0,1,,0,credit_card,1,0,0.0,5,0
3dc232b77c3b4bb37f99b64168ff58b8,c5477ccc57a4ac523554e691f8a00d2e,2018-01-24,-14,0,-7,0,17.6,0.72,0,1,,0,credit_card,1,0,0.0,5,0
c5d5e9767d97897d77f4b25248981b7c,ade59b0e363885983290be2cc12ae8b4,2017-08-30,-5,0,0,0,17.9,0.49,0,1,,0,credit_card,1,0,0.0,4,0
be1d30e4bf79928d1f7e62529c2e855a,38ee876a426aeaf353e2a06a0e2b17d9,2018-05-05,-11,0,0,0,17.9,1.0,0,1,,0,debit_card,1,0,0.0,3,0
985afdaf5b848b75bac6a64779632687,e13c1d62d9e04a895432ca001f2eda3a,2017-06-13,-7,0,0,0,17.9,0.49,0,1,,0,credit_card,1,0,0.0,5,0
43c303e4387c3c92d6d3d7517c0403a1,21427785ea63ce9a9fa59a41a32fe78b,2017-11-16,-6,0,-1,0,17.99,0.48,0,1,,0,credit_card,1,0,0.0,4,0
20568447556bfb0e74c84c75800ad215,dfe5a841c2bc48efa0553f264e4d3190,2017-03-23,-20,0,-4,0,17.99,0.89,0,1,,0,credit_card,1,0,0.0,4,0
f0e8148270bb4c824828dd0c2edaf1ab,71a41b640ae7a650cef9587dd0f3cc86,2018-01-16,-14,0,-5,0,18.49,0.76,0,1,,0,credit_card,3,0,0.0,5,0
345d82427f12013241a1b2ef4062c28b,fb7a9e3e0ff0d94790b472206462f2de,2017-06-15,-10,0,-1,0,18.9,0.41,0,1,,0,credit_card,1,0,0.0,5,0
271141f2a70555d8f612d963650c45b8,63c7797265c51bbc8aadc80de737f96c,2017-10-26,-9,0,-4,0,18.9,0.41,0,1,,0,credit_card,2,0,0.0,5,0
56bbcf30b470277b4241528cb33bab2a,417f9f65f61787a7bec245c5e8c589dc,2017-07-04,0,0,-5,0,19.7,1.28,0,1,,0,voucher,1,1,1.0,,0
14ae99a8c9f2b81b9947c53e597f1ab3,9422152046de1f3e7d41b2f047227067,2017-11-19,-8,0,-1,0,19.9,0.47,0,1,,0,credit_card,1,0,0.0,4,0
f6ddfb3bf894bb01f499dacb93b7e4b9,b9a7b23fbd0e02128fe7dd7a9dc7b486,2018-04-05,-11,0,-5,0,19.9,0.77,0,1,,0,boleto,1,0,0.0,5,0
