customer_unique_id,customer_city,customer_state,order_id,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,product_id,product_category_name,price,freight_value,seller_id,payment_type,payment_installments,payment_value,review_score,review_creation_date,review_answer_timestamp,order_seq
0005ef4cd20d2893f0d9fbd94d3c0d97,sao luis,MA,01b330808c5819a6a3cb79b72f0b8288,2018-03-12 15:22:12+00:00,2018-03-12 15:38:46 UTC,2018-03-13 16:07:27 UTC,2018-05-05 12:38:38+00:00,2018-04-04 00:00:00+00:00,4fb3e6ce442ce9c621ea9509e47ac951,sports_leisure,104.9,24.86,3c03b12bab54d8b37d79d914bfdb1aa0,credit_card,4,129.76,1,2018-04-06 00:00:00 UTC,2018-04-06 20:54:22 UTC,1
0006fdc98a402fceb4eb0ee528f6a8d4,mimoso do sul,ES,6681163e3dab91c549952b2845b20281,2017-07-18 09:23:10+00:00,2017-07-18 09:30:22 UTC,2017-07-21 16:13:08 UTC,2017-08-03 18:42:49+00:00,2017-08-15 00:00:00+00:00,7ca5f56188492e30c50ba64de188aae7,bed_bath_table,13.9,15.1,d2374cbcbb3ca4ab1086534108cc3ab7,credit_card,2,29,3,2017-08-04 00:00:00 UTC,2017-08-08 23:52:13 UTC,1
00082cbe03e478190aadbea78542e933,itapeva,SP,67503374d1fbcbe5e3a40324f703ffc8,2017-11-19 15:22:02+00:00,2017-11-21 03:52:24 UTC,2017-11-22 12:03:26 UTC,2017-11-29 21:55:29+00:00,2017-12-07 00:00:00+00:00,922ec0e0e2ca6416b4671198410cbf50,luggage_accessories,79,47.26,f25e239052084705e17a982bc600ab2a,boleto,1,126.26,5,2017-11-30 00:00:00 UTC,2017-12-03 01:08:41 UTC,1
00090324bbad0e9342388303bb71ba0a,campinas,SP,85bf8863657bff31006811d45d1c8db9,2018-03-24 14:44:41+00:00,2018-03-24 14:55:29 UTC,2018-03-27 10:08:48 UTC,2018-04-09 13:35:42+00:00,2018-04-17 00:00:00+00:00,f6fa93875f4a7dac03e0a22143f4d815,bed_bath_table,49.95,13.71,391fc6631aebcf3004804e51b40bcf1e,credit_card,3,63.66,5,2018-04-10 00:00:00 UTC,2018-04-10 22:17:54 UTC,1
000949456b182f53c18b68d6babc79c1,sao bernardo do campo,SP,d342d7bad292d68d41d58ffb594cf431,2018-04-23 09:55:46+00:00,2018-04-24 18:38:57 UTC,2018-04-24 18:32:41 UTC,2018-04-30 15:35:03+00:00,2018-05-15 00:00:00+00:00,16cc7a098d176187b6d8e9519fa81585,computers_accessories,64.89,17.16,5656537e588803a555b8eb41f07a944b,boleto,1,82.05,4,2018-05-01 00:00:00 UTC,2018-05-09 16:23:01 UTC,1
000a5ad9c4601d2bbdd9ed765d5213b3,porto alegre,RS,f7fa5cf8386e51037856df1add3e1228,2017-08-11 13:45:15+00:00,2017-08-11 14:04:05 UTC,2017-08-14 12:30:08 UTC,2017-08-22 20:57:57+00:00,2017-09-06 00:00:00+00:00,4660d9b4ae2a49dc7a5cac39499b204b,health_beauty,76.99,14.29,7ddcbb64b5bc1ef36ca8c151f6ec77df,credit_card,3,91.28,4,2017-08-23 00:00:00 UTC,2017-08-24 04:53:29 UTC,1
000bfa1d2f1a41876493be685390d6d3,santos,SP,fd61441ba2a7b57e6342862e779b10b0,2017-09-29 14:46:58+00:00,2017-09-29 15:04:28 UTC,2017-09-29 20:33:31 UTC,2017-10-13 13:50:07+00:00,2017-10-26 00:00:00+00:00,bb15f9ba2ec6e36ab6c9e88d17430d64,fashion_bags_accessories,35,11.85,b372ee768ed69e46ca8cdbd267aa7a38,credit_card,4,46.85,4,2017-10-14 00:00:00 UTC,2017-10-16 21:23:28 UTC,1
000bfa1d2f1a41876493be685390d6d3,santos,SP,fd61441ba2a7b57e6342862e779b10b0,2017-09-29 14:46:58+00:00,2017-09-29 15:04:28 UTC,2017-09-29 20:33:31 UTC,2017-10-13 13:50:07+00:00,2017-10-26 00:00:00+00:00,bb15f9ba2ec6e36ab6c9e88d17430d64,fashion_bags_accessories,35,11.85,b372ee768ed69e46ca8cdbd267aa7a38,credit_card,4,46.85,5,2017-10-04 00:00:00 UTC,2017-10-05 18:02:50 UTC,1
000c8bdb58a29e7115cfc257230fb21b,belo horizonte,MG,34801c59d6ec5c5e89bfefb6ebef314d,2017-12-12 22:53:35+00:00,2017-12-12 23:42:29 UTC,2017-12-15 14:04:54 UTC,2017-12-27 01:37:12+00:00,2018-01-05 00:00:00+00:00,f07dfd51b27ae763526ca43745920b7d,bed_bath_table,13.9,15.1,3771c85bac139d2344864ede5d9341e3,credit_card,2,29,5,2017-12-27 00:00:00 UTC,2017-12-29 21:09:21 UTC,1
000d460961d6dbfa3ec6c9f5805769e1,sao paulo,SP,5fd641e5e16c3b056b1fb4dd6e429c43,2018-01-07 22:59:25+00:00,2018-01-07 23:09:21 UTC,2018-01-10 20:17:19 UTC,2018-01-11 22:20:23+00:00,2018-01-24 00:00:00+00:00,53075a78fc601d6eb47e8ad2d142b7a8,telephony,28.9,7.78,ef506c96320abeedfb894c34db06f478,credit_card,1,36.68,5,2018-01-12 00:00:00 UTC,2018-01-15 00:38:22 UTC,1
000de6019bb59f34c099a907c151d855,sao sebastiao,SP,c6d61340bd8baeedca7cc8e7f7ec07e9,2017-08-17 19:10:33+00:00,2017-08-17 19:55:22 UTC,2017-08-18 14:13:07 UTC,2017-08-21 19:18:42+00:00,2017-09-06 00:00:00+00:00,9e572ff4654f7064419d97a891a8b0fc,bed_bath_table,139.9,17.33,da8622b14eb17ae2831f4ac5b9dab84a,credit_card,4,257.44,2,2017-08-22 00:00:00 UTC,2017-08-23 04:25:38 UTC,1
000de6019bb59f34c099a907c151d855,sao sebastiao,SP,c6d61340bd8baeedca7cc8e7f7ec07e9,2017-08-17 19:10:33+00:00,2017-08-17 19:55:22 UTC,2017-08-18 14:13:07 UTC,2017-08-21 19:18:42+00:00,2017-09-06 00:00:00+00:00,af0a917aec9cea3b353ece61a8825326,bed_bath_table,89.9,10.31,da8622b14eb17ae2831f4ac5b9dab84a,credit_card,4,257.44,2,2017-08-22 00:00:00 UTC,2017-08-23 04:25:38 UTC,1
000e309254ab1fc5ba99dd469d36bdb4,valparaiso de goias,GO,c5d3fae065a8090bae39f4f34b14cd06,2018-06-25 09:53:57+00:00,2018-06-25 10:14:04 UTC,2018-07-03 14:40:00 UTC,2018-07-09 23:04:31+00:00,2018-07-24 00:00:00+00:00,b73091f98b819cf7a339f74ece86aa4b,fashion_underwear_beach,59.9,18.52,a6fe7de3d16f6149ffe280349a8535a0,voucher,1,69.89,3,2018-07-10 00:00:00 UTC,2018-07-13 11:41:43 UTC,1
000e309254ab1fc5ba99dd469d36bdb4,valparaiso de goias,GO,c5d3fae065a8090bae39f4f34b14cd06,2018-06-25 09:53:57+00:00,2018-06-25 10:14:04 UTC,2018-07-03 14:40:00 UTC,2018-07-09 23:04:31+00:00,2018-07-24 00:00:00+00:00,b73091f98b819cf7a339f74ece86aa4b,fashion_underwear_beach,59.9,18.52,a6fe7de3d16f6149ffe280349a8535a0,credit_card,1,8.53,3,2018-07-10 00:00:00 UTC,2018-07-13 11:41:43 UTC,1
000ec5bff359e1c0ad76a81a45cb598f,salto de pirapora,SP,17e604bb550e265b46ebefe61430751b,2018-08-21 11:34:26+00:00,2018-08-21 11:50:53 UTC,2018-08-22 12:43:00 UTC,2018-08-27 13:11:40+00:00,2018-09-05 00:00:00+00:00,e9aa3fd3f316b44c85f671552a04fa4a,home_appliances,14.96,12.79,d91fb3b7d041e83b64a00a3edfb37e4f,boleto,1,27.75,5,2018-08-28 00:00:00 UTC,2018-08-30 21:24:14 UTC,1
000ed48ceeb6f4bf8ad021a10a3c7b43,sao paulo,SP,4b2626de72497770ddfa81a533f70c76,2018-05-20 16:26:06+00:00,2018-05-20 16:59:20 UTC,2018-05-21 17:35:00 UTC,2018-05-22 19:05:25+00:00,2018-05-30 00:00:00+00:00,d2f5484cbffe4ca766301b21ab9246dd,computers_accessories,12.88,7.87,36a968b544695394e4e9d7572688598f,credit_card,1,20.75,5,2018-05-23 00:00:00 UTC,2018-05-23 23:26:15 UTC,1
000fbf0473c10fc1ab6f8d2d286ce20c,indaiatuba,SP,87440e08790d85796f5b8bc9f5ed2707,2018-07-26 09:43:52+00:00,2018-07-27 02:05:20 UTC,2018-07-30 13:32:00 UTC,2018-08-03 16:04:33+00:00,2018-08-17 00:00:00+00:00,38021cef829efa264df6f9d21c4df6e9,musical_instruments,119.87,19.14,ce248b21cb2adc36282ede306b7660e5,boleto,1,362.38,5,2018-08-04 00:00:00 UTC,2018-08-06 19:36:23 UTC,1
000fbf0473c10fc1ab6f8d2d286ce20c,indaiatuba,SP,87440e08790d85796f5b8bc9f5ed2707,2018-07-26 09:43:52+00:00,2018-07-27 02:05:20 UTC,2018-07-30 13:32:00 UTC,2018-08-03 16:04:33+00:00,2018-08-17 00:00:00+00:00,d7a3cfa08519494aa1ad181e803617ec,toys,23.03,19.14,e53d5b9b29d1218281f4a907ada18626,boleto,1,362.38,5,2018-08-04 00:00:00 UTC,2018-08-06 19:36:23 UTC,1
000fbf0473c10fc1ab6f8d2d286ce20c,indaiatuba,SP,87440e08790d85796f5b8bc9f5ed2707,2018-07-26 09:43:52+00:00,2018-07-27 02:05:20 UTC,2018-07-30 13:32:00 UTC,2018-08-03 16:04:33+00:00,2018-08-17 00:00:00+00:00,d7a3cfa08519494aa1ad181e803617ec,toys,23.03,19.14,e53d5b9b29d1218281f4a907ada18626,boleto,1,362.38,5,2018-08-04 00:00:00 UTC,2018-08-06 19:36:23 UTC,1
000fbf0473c10fc1ab6f8d2d286ce20c,indaiatuba,SP,87440e08790d85796f5b8bc9f5ed2707,2018-07-26 09:43:52+00:00,2018-07-27 02:05:20 UTC,2018-07-30 13:32:00 UTC,2018-08-03 16:04:33+00:00,2018-08-17 00:00:00+00:00,38021cef829efa264df6f9d21c4df6e9,musical_instruments,119.87,19.14,ce248b21cb2adc36282ede306b7660e5,boleto,1,362.38,5,2018-08-04 00:00:00 UTC,2018-08-06 19:36:23 UTC,1
0010a452c6d13139e50b57f19f52e04e,taquara,RS,57caee5837cc4a8f605f3a83bff208db,2017-07-11 11:22:43+00:00,2017-07-11 11:30:28 UTC,2017-07-14 14:06:45 UTC,2017-07-26 10:44:33+00:00,2017-08-14 00:00:00+00:00,c7796bc610cc40ed7935b75fced0aa0e,home_confort,299,26.93,7dc8c42cc750eeafea6c85712ffee9bf,credit_card,10,325.93,1,2017-07-26 00:00:00 UTC,2017-07-27 02:27:51 UTC,1
0010fb34b966d44409382af9e8fd5b77,sao paulo,SP,1fc81b1074b61a259529663946b10a32,2018-03-05 17:08:53+00:00,2018-03-06 18:30:38 UTC,2018-03-08 12:28:59 UTC,2018-03-28 16:39:11+00:00,2018-03-26 00:00:00+00:00,9d32095f76b97762307e86cfc18dd7a0,bed_bath_table,49.95,11.85,391fc6631aebcf3004804e51b40bcf1e,credit_card,6,61.8,4,2018-03-29 00:00:00 UTC,2018-03-31 04:33:15 UTC,1
001147e649a7b1afd577e873841632dd,maringa,PR,533dbcda0a703be171113573af8b3467,2017-08-31 17:12:56+00:00,2017-08-31 17:25:15 UTC,2017-09-01 19:09:12 UTC,2017-09-08 19:54:28+00:00,2017-09-22 00:00:00+00:00,bdb4be6ce2f7f2b5be0a16088028c7fc,housewares,85,21.08,955fee9216a65b617aa5c0531780ce60,credit_card,1,212.16,4,2017-09-14 00:00:00 UTC,2017-09-15 12:01:51 UTC,1
001147e649a7b1afd577e873841632dd,maringa,PR,533dbcda0a703be171113573af8b3467,2017-08-31 17:12:56+00:00,2017-08-31 17:25:15 UTC,2017-09-01 19:09:12 UTC,2017-09-08 19:54:28+00:00,2017-09-22 00:00:00+00:00,bdb4be6ce2f7f2b5be0a16088028c7fc,housewares,85,21.08,955fee9216a65b617aa5c0531780ce60,credit_card,1,212.16,4,2017-09-14 00:00:00 UTC,2017-09-15 12:01:51 UTC,1
00115fc7123b5310cf6d3a3aa932699e,brasilia,DF,91d1bf2b7745903cb0d17162d1bbd750,2017-01-21 21:58:35+00:00,2017-01-21 22:10:13 UTC,2017-01-23 14:48:48 UTC,2017-02-01 21:57:36+00:00,2017-03-06 00:00:00+00:00,d8de812ed5d981fc6a3984f4caa2aa05,sports_leisure,59.99,16.12,54a1852d1b8f10312c55e906355666ee,credit_card,1,76.11,4,2017-02-02 00:00:00 UTC,2017-02-03 16:57:17 UTC,1
0011805441c0d1b68b48002f1d005526,goianesia do para,PA,fb5d8b462dc9570527eff204b8a1a57b,2017-04-24 13:36:48+00:00,2017-04-24 13:50:18 UTC,2017-04-27 12:35:22 UTC,2017-05-12 14:04:42+00:00,2017-05-25 00:00:00+00:00,02034d6c9c4814a08a3a0f5a6ad84332,computers_accessories,269,28.14,96493fab2fbb13a14d0c0e8772eef5c3,credit_card,10,297.14,3,2017-05-13 00:00:00 UTC,2017-05-14 09:27:57 UTC,1
0011857aff0e5871ce5eb429f21cdaf5,santo andre,SP,58d34816de3da57e9e07d7b34aced1b8,2017-06-28 11:08:38+00:00,2017-06-28 11:15:24 UTC,2017-06-30 10:18:13 UTC,2017-07-06 17:11:46+00:00,2017-07-26 00:00:00+00:00,79a564cca1924553af76d396bf7c0662,luggage_accessories,174.33,18.5,9d5a9018aee56acb367ba9c3f05d1d6a,credit_card,3,192.83,5,2017-07-07 00:00:00 UTC,2017-07-10 19:01:08 UTC,1
0011c98589159d6149979563c504cb21,campos altos,MG,3147d340c802cf04b463c4a5e532745d,2017-08-05 14:08:47+00:00,2017-08-05 14:23:39 UTC,2017-08-11 12:27:35 UTC,2017-08-16 17:09:14+00:00,2017-09-13 00:00:00+00:00,5c0826f946c32406d5baa79544668b4c,small_appliances,99.99,17.95,f9244d45189d3a3605499abddeade7d5,credit_card,5,117.94,5,2017-08-17 00:00:00 UTC,2017-08-28 20:45:39 UTC,1
0012929d977a8d7280bb277c1e5f589d,canoas,RS,569fce9b205731d6e0c9f31e9cabd8f5,2017-10-17 15:46:36+00:00,2017-10-19 03:40:44 UTC,2017-10-19 19:58:10 UTC,2017-10-24 18:56:03+00:00,2017-11-08 00:00:00+00:00,2fa5da96109ea94cc9fb50cc589ed65e,watches_gifts,129.9,25.75,86ccac0b835037332a596a33b6949ee1,boleto,1,155.65,1,2017-10-25 00:00:00 UTC,2017-10-25 14:14:19 UTC,1
0014a5a58da615f7b01a4f5e194bf5ea,sao paulo,SP,3eb5983ab1e64ba4a4dd7425a6d6d48b,2018-01-18 20:49:36+00:00,2018-01-18 20:56:22 UTC,2018-01-24 21:12:30 UTC,2018-01-26 22:38:37+00:00,2018-02-02 00:00:00+00:00,33fac76e7f17367dedaef7954bbb33b4,health_beauty,88,11.82,56642bcb79900e777d68e91915cb4267,credit_card,3,99.82,5,2018-01-27 00:00:00 UTC,2018-01-28 01:12:21 UTC,1
0015752e079902b12cd00b9b7596276b,sao paulo,SP,c97e64988f3d2b091838bb2815fc246b,2018-08-02 18:23:51+00:00,2018-08-02 19:30:40 UTC,2018-08-03 11:13:00 UTC,2018-08-06 15:49:20+00:00,2018-08-10 00:00:00+00:00,2b301a96f8ae692b3157360f621b658f,luggage_accessories,29.9,7.51,269c5fc9fcadee614364c3620c30a1f9,credit_card,3,74.82,5,2018-08-07 00:00:00 UTC,2018-08-14 16:37:33 UTC,1
0015752e079902b12cd00b9b7596276b,sao paulo,SP,c97e64988f3d2b091838bb2815fc246b,2018-08-02 18:23:51+00:00,2018-08-02 19:30:40 UTC,2018-08-03 11:13:00 UTC,2018-08-06 15:49:20+00:00,2018-08-10 00:00:00+00:00,2b301a96f8ae692b3157360f621b658f,luggage_accessories,29.9,7.51,269c5fc9fcadee614364c3620c30a1f9,credit_card,3,74.82,5,2018-08-07 00:00:00 UTC,2018-08-14 16:37:33 UTC,1
00172711b30d52eea8b313a7f2cced02,jequie,BA,bb874c45df1a3c97842d52f31efee99a,2018-07-28 00:23:49+00:00,2018-07-28 00:35:19 UTC,2018-07-31 15:57:00 UTC,2018-08-07 19:28:41+00:00,2018-08-22 00:00:00+00:00,8f71fe1e1b5bbb6773e7276b5c37ef65,stationery,74.5,47.57,95ec4458365c4d11f452ccf538377619,credit_card,2,122.07,4,2018-08-08 00:00:00 UTC,2018-08-10 11:39:37 UTC,1
00172711b30d52eea8b313a7f2cced02,jequie,BA,c306eca42d32507b970739b5b6a5a33a,2018-08-13 09:14:07+00:00,,,,2018-09-05 00:00:00+00:00,,unknown,,,,voucher,1,122.07,4,2018-08-08 00:00:00 UTC,2018-08-10 11:39:37 UTC,2
00191a9719ef48ebb5860b130347bf33,jarinu,SP,90a2ae3a8c450a4b8baba2fc8eb0fa59,2017-04-19 11:32:09+00:00,2017-04-19 11:45:07 UTC,2017-04-27 10:33:46 UTC,2017-05-04 14:33:58+00:00,2017-05-23 00:00:00+00:00,9fc98e39f04be8e382d8aa5e259f5489,bed_bath_table,47.9,10.96,d2374cbcbb3ca4ab1086534108cc3ab7,credit_card,2,58.86,3,2017-05-05 00:00:00 UTC,2017-05-06 14:45:14 UTC,1
001926cef41060fae572e2e7b30bd2a4,nova canaa do norte,MT,6fc8cd5f4cfbea0b694434a10475fd6f,2017-08-17 12:55:47+00:00,2017-08-18 13:05:17 UTC,2017-08-21 18:24:48 UTC,2017-08-25 20:57:36+00:00,2017-09-15 00:00:00+00:00,5d66715cc928aadd0074f61332698593,electronics,18.9,9.43,128639473a139ac0f3e5f5ade55873a5,credit_card,1,91.21,4,2017-08-26 00:00:00 UTC,2017-08-29 17:38:03 UTC,1
001926cef41060fae572e2e7b30bd2a4,nova canaa do norte,MT,6fc8cd5f4cfbea0b694434a10475fd6f,2017-08-17 12:55:47+00:00,2017-08-18 13:05:17 UTC,2017-08-21 18:24:48 UTC,2017-08-25 20:57:36+00:00,2017-09-15 00:00:00+00:00,8c4851c8c9bb79e51a0f3c16cb499cd7,computers_accessories,29.89,32.99,5656537e588803a555b8eb41f07a944b,credit_card,1,91.21,4,2017-08-26 00:00:00 UTC,2017-08-29 17:38:03 UTC,1
001928b561575b2821c92254a2327d06,sao paulo,SP,aa14b8f4567fef1be1a8912ca010f1c7,2018-08-24 21:17:00+00:00,2018-08-24 21:30:16 UTC,2018-08-27 12:43:00 UTC,2018-08-30 21:32:40+00:00,2018-09-10 00:00:00+00:00,6f58f28210b611d0907de2b23c2e78a9,bed_bath_table,26.99,2.54,1835b56ce799e6a4dc4eddc053f04066,credit_card,6,164.81,2,2018-08-31 00:00:00 UTC,2018-09-03 09:18:51 UTC,1
001928b561575b2821c92254a2327d06,sao paulo,SP,aa14b8f4567fef1be1a8912ca010f1c7,2018-08-24 21:17:00+00:00,2018-08-24 21:30:16 UTC,2018-08-27 12:43:00 UTC,2018-08-30 21:32:40+00:00,2018-09-10 00:00:00+00:00,653db51f38df09a30a8f25e7933050fc,furniture_living_room,109.9,25.38,4c8b8048e33af2bf94f2eb547746a916,credit_card,6,164.81,2,2018-08-31 00:00:00 UTC,2018-09-03 09:18:51 UTC,1
00196c4c9a3af7dd2ad10eade69c926f,vinhedo,SP,1d88068495a8986f241f769664ac98de,2018-07-28 09:29:12+00:00,2018-07-31 06:35:18 UTC,2018-08-09 14:41:00 UTC,2018-08-13 21:54:25+00:00,2018-08-21 00:00:00+00:00,18b0e642cbae7251e60a64aa07dd9eb9,computers_accessories,22.32,15.26,85d9eb9ddc5d00ca9336a2219c97bb13,boleto,1,37.58,5,2018-08-14 00:00:00 UTC,2018-08-17 23:33:37 UTC,1
00196fdb2bf9edfc35e88ebfbcf8d781,canoas,RS,3e83ca3523a68abaf07131a5ecab7319,2018-02-22 19:06:44+00:00,2018-02-22 19:15:34 UTC,2018-02-23 22:41:35 UTC,2018-03-22 22:09:01+00:00,2018-03-21 00:00:00+00:00,9bfadd7644ba1f2c902fe81420c53b46,electronics,12.9,14.1,8b321bb669392f5163d04c59e235e066,credit_card,1,27,3,2018-03-23 00:00:00 UTC,2018-03-23 04:00:27 UTC,1
0019da6aa6bcb27cc32f1249bd12da05,limeira,SP,792aa3f0da2e24c9df178369950f2d13,2018-02-11 00:55:30+00:00,2018-02-11 01:55:20 UTC,2018-02-14 23:42:27 UTC,2018-02-16 13:48:37+00:00,2018-02-26 00:00:00+00:00,4a0356df7b44fc692a2dbd9c5a67a1da,housewares,79.9,7.81,0432ead42b6c8a0bdf68154add917fdf,credit_card,1,87.71,1,2018-02-17 00:00:00 UTC,2018-02-17 19:37:49 UTC,1
0019e8c501c85848ac0966d45226fa1d,cuiaba,MT,18bb4acb90913593d37049c601660009,2018-05-01 09:25:32+00:00,2018-05-01 09:56:57 UTC,2018-05-07 15:12:00 UTC,2018-05-18 21:34:38+00:00,2018-06-07 00:00:00+00:00,1dfb36d969d347f56f43590ec42c7b8c,sports_leisure,159.99,37.28,7f152321c60a266edc53af1925ef96c1,credit_card,2,197.27,5,2018-05-19 00:00:00 UTC,2018-05-20 11:42:52 UTC,1
001a2bf0e46c684031af91fb2bce149d,sao paulo,SP,b46c295d27c87441788cfd92b75b1a3d,2017-06-29 22:43:49+00:00,2017-06-29 22:55:11 UTC,2017-06-30 14:41:37 UTC,2017-07-03 08:26:40+00:00,2017-07-21 00:00:00+00:00,aa96d291abe7cd0000c25e34bc8ed316,housewares,24.88,11.85,8b28d096634035667e8263d57ba3368c,credit_card,1,36.73,4,2017-07-04 00:00:00 UTC,2017-07-06 18:45:55 UTC,1
001a34eb30ecb8e3aacb07c475ca4dd1,sao paulo,SP,279b9a9df2c05138cfda068bb1e0143d,2018-07-11 19:49:54+00:00,2018-07-11 20:06:12 UTC,2018-07-12 11:58:00 UTC,2018-07-13 17:59:35+00:00,2018-07-19 00:00:00+00:00,74c5ce32712cad35780e4da885dff757,housewares,151.9,9.81,ea65d8b58316a6f2362f2a9e4b3e86ad,credit_card,1,161.71,5,2018-07-14 00:00:00 UTC,2018-07-15 02:13:40 UTC,1
001a3a8e11d76c9a366c31a4aa2cc529,porto alegre,RS,5a082b558a3798d3e36d93bfa8ca1eae,2018-05-21 01:24:25+00:00,2018-05-21 01:37:54 UTC,2018-05-21 14:31:00 UTC,2018-06-07 17:16:41+00:00,2018-06-14 00:00:00+00:00,a76d6212f99d1253fb7bcfe02ce87d8a,electronics,9,15.23,8b321bb669392f5163d04c59e235e066,credit_card,1,24.23,5,2018-06-08 00:00:00 UTC,2018-06-10 06:32:55 UTC,1
