created_at,customer_id,booking_id,session_id,payment_method,payment_status,promo_amount,promo_code,shipment_fee,shipment_date_limit,shipment_location_lat,shipment_location_long,total_amount,product_id,quantity,item_price
2022-01-27 08:11:00.615854 UTC,20,a0d154ea-46f4-4553-b36d-cb6f2e1db6eb,63c97cbc-cdce-4cda-8659-3cac2becc59d,OVO,Success,0,,10000,2022-01-29 02:59:41.936506 UTC,-6.4616310734493911,107.57620555176126,186756,7305,1,176756
2022-04-17 09:52:58.615854 UTC,20,3048b1bd-274f-41b3-bdfc-96e11b665ed3,9bc05551-808b-46d5-8365-d0e4fa76a89e,OVO,Success,0,,10000,2022-04-21 02:40:42.809684 UTC,-2.2346998617776883,114.66274473635906,262797,28724,1,252797
2022-02-21 08:53:03.615854 UTC,20,c279c042-7e86-4204-a520-cc070c8ec435,f719a654-71ff-4877-9386-b068bd7ab6b5,OVO,Success,0,,10000,2022-02-24 01:35:46.965887 UTC,-2.3350053517491656,119.16826280979224,596228,31334,1,586228
2021-08-24 14:16:25.839699 UTC,24,b39919d9-155e-43e0-8a65-634bdb187e3c,effa8f21-ff2c-418f-ba8d-8331d9bc1def,Gopay,Success,0,,10000,2021-08-30 12:35:51.650966 UTC,-8.3396070712695867,114.71196138108904,1418292,58335,7,177225
2022-01-18 19:15:28.839699 UTC,24,dd4757b3-6426-4614-b553-3e345a232a11,8c72e4a4-9eff-4d23-ba51-bdf019ee80dd,Gopay,Success,0,,10000,2022-01-21 11:04:39.377398 UTC,-6.6512797533356895,107.82979284852242,970218,3746,1,170374
2020-11-21 10:31:11.822544 UTC,28,254f52e5-c2f1-4325-9fdf-ee65655ebaa3,4daf36bc-3296-4285-a830-4f3255614e98,OVO,Success,0,,10000,2020-11-22 20:03:27.179765 UTC,2.209813765023624,116.90751872485238,229427,5866,1,219427
2021-07-21 18:11:28.822544 UTC,28,91f40b0b-e186-4476-b7d5-c350bf757f27,a155d926-4c23-4022-b894-f9531dd09bbb,Credit Card,Success,0,,0,2021-07-23 18:07:35.329880 UTC,2.209813765023624,116.90751872485238,227023,10328,1,227023
2021-01-31 22:33:06.671725 UTC,32,44ba4f85-3a51-4f46-848f-a2ff804add26,b2578648-655e-4098-b475-dd51d2d11c5c,Debit Card,Success,0,,10000,2021-02-04 01:42:21.097368 UTC,-8.0566213918356411,110.38885197177244,254120,49492,1,244120
2020-03-23 20:55:00.371538 UTC,41,e8946123-25f5-481d-ac1e-b0c183d7ba1e,ad12d8dd-bebe-4e8d-848b-c4728d7db581,OVO,Success,0,,10000,2020-03-25 21:07:05.146813 UTC,-3.390770927236737,115.22014703309908,4104394,5679,2,309690
2020-06-03 22:43:29.571019 UTC,47,c3810110-5835-4dcb-b984-9a5023ff64bf,f282df7e-a6be-4101-adef-50dd6aecf826,OVO,Success,0,,15000,2020-06-05 11:22:10.481247 UTC,-6.2341536518240366,106.7756787106016,2679169,16734,1,129187
2020-06-03 22:43:29.571019 UTC,47,c3810110-5835-4dcb-b984-9a5023ff64bf,f282df7e-a6be-4101-adef-50dd6aecf826,OVO,Success,0,,15000,2020-06-05 11:22:10.481247 UTC,-6.2341536518240366,106.7756787106016,2679169,39956,1,200342
2018-07-29 07:31:44.219543 UTC,57,bac341e1-d825-4365-a299-20a9ac19cb81,54f53d16-07d3-4151-a0b5-5dbe1311fc87,Credit Card,Success,0,,5000,2018-07-30 20:44:23.121137 UTC,-3.237666793956397,115.92572390126357,1205999,47387,2,188521
2021-11-29 07:20:47.495255 UTC,67,a7546b56-0523-47a9-ab1e-b37df59ea402,4b280c80-144f-444e-b4ca-c69891e9f2de,Gopay,Success,0,,10000,2021-12-03 23:49:47.080668 UTC,-2.533184548029777,110.61303228108402,1133721,38045,1,274616
2020-05-04 22:48:33.469630 UTC,71,455499d4-5237-4712-92be-14fbc3b864cb,2318ae6f-8d8f-48bc-bb01-294b5a66cb92,Debit Card,Success,0,,10000,2020-05-06 04:12:41.730490 UTC,-7.7232088913328889,126.71022183961958,1149270,48750,5,227854
2022-04-18 03:36:06.589567 UTC,76,d06e8a3e-bdc9-4fb3-b0d6-f8ae468f4949,6d805f08-929d-4e01-991f-b0aac780f81b,Gopay,Success,0,,10000,2022-04-21 05:46:19.765933 UTC,-6.952630327652443,106.8148079406905,246132,39261,1,236132
2021-09-13 13:42:59.589567 UTC,76,165bf813-8a0f-4f95-af50-124c4567420f,b64d649f-14ee-48fa-bc48-9aa052b9b3fb,Credit Card,Success,0,,5000,2021-09-15 06:00:08.456603 UTC,-6.7116701963878738,107.37084261113876,939658,17494,2,287007
2022-01-19 23:12:52.589567 UTC,76,2976841a-3335-4da1-a837-373fdb12e207,4a90c4f5-d690-42fc-bd2f-70bf95121037,Debit Card,Success,0,,10000,2022-01-25 19:48:59.564066 UTC,-7.619792181676857,110.4394978103622,821428,10843,4,202857
2022-03-25 01:49:38.589567 UTC,76,22083db9-47c7-4f25-9616-8c0e66f9eef6,44659bd3-dee9-48d5-af3a-6b6fef5baf82,Credit Card,Success,0,,0,2022-03-30 04:07:09.716364 UTC,-6.7116701963878738,107.37084261113876,164897,36518,1,164897
2022-05-28 04:48:51.589567 UTC,76,131f83d6-7ce3-4599-a134-6d5a8a63f798,cf775cd2-a3d3-473f-9776-2b20b0bc1321,Credit Card,Success,0,,0,2022-06-02 05:06:29.955388 UTC,-6.7116701963878738,107.37084261113876,1640664,28119,4,236462
2021-09-29 14:43:45.589567 UTC,76,42dd0219-7e51-4f44-b8ce-0108b82f5c63,8169041d-4d08-4677-874a-03120774bc99,Credit Card,Success,0,,0,2021-10-01 01:42:22.319200 UTC,-6.7116701963878738,107.37084261113876,349097,36526,1,349097
2021-10-31 17:06:10.589567 UTC,76,0abac2f7-4bab-4027-96f1-ed611f38145d,00b07f03-16b3-4432-9df9-88267b1fdcb4,Credit Card,Success,0,,5000,2021-11-05 13:13:25.674075 UTC,-6.7116701963878738,107.37084261113876,257134,4169,1,252134
2022-02-28 23:54:58.589567 UTC,76,ab68cc9f-60a6-4a78-b8b9-e1dfc320f527,500b39f3-7152-4382-b3b9-6091dbb2ad68,Debit Card,Success,0,,10000,2022-03-05 05:43:20.120962 UTC,-7.2826226906384663,110.89185386088111,1327178,53391,1,466047
2022-03-17 01:00:34.589567 UTC,76,687a9c6f-85aa-4c81-9795-119b0cd13c75,d466fd84-fd75-4b68-97d2-870373e56382,Credit Card,Success,0,,0,2022-03-19 00:28:31.567959 UTC,-6.7116701963878738,107.37084261113876,258184,25641,1,258184
2018-10-21 09:42:59.014547 UTC,83,0e06b6c6-428a-4d23-be6d-21cac4a5efcc,fc2f1388-4995-4e87-8790-41696037cbb7,LinkAja,Success,0,,15000,2018-10-24 10:00:41.561873 UTC,-8.2428099322015935,111.64726335797218,385787,7314,1,370787
2021-04-12 02:38:05.489866 UTC,88,00733062-494e-49c6-9dc4-13c7772f6a66,a5bcb892-6cc6-46c6-9084-8137fe186601,Credit Card,Success,0,,10000,2021-04-13 10:04:02.917415 UTC,-6.2406617481050253,106.82564222741009,342290,59263,2,166145
2020-04-05 00:15:19.489866 UTC,88,7b92235c-19ad-4dc0-8f4b-0c3f79f5d64e,01c7d873-4c35-418e-abab-ae0d9875292e,Credit Card,Success,0,,0,2020-04-09 03:34:45.308909 UTC,-2.5395772431328081,138.58404430646459,284373,4055,1,284373
2020-01-31 20:52:12.677284 UTC,89,fa39d3b1-631e-48e3-8fff-6ac8960807a9,ef94e881-f56a-47c1-a2db-ba090593e9fe,LinkAja,Success,0,,10000,2020-02-02 19:41:03.578460 UTC,-8.5042997459542153,114.98666617121722,1468237,51061,1,149296
2020-01-31 20:52:12.677284 UTC,89,fa39d3b1-631e-48e3-8fff-6ac8960807a9,ef94e881-f56a-47c1-a2db-ba090593e9fe,LinkAja,Success,0,,10000,2020-02-02 19:41:03.578460 UTC,-8.5042997459542153,114.98666617121722,1468237,9566,1,197641
2020-07-15 20:53:06.677284 UTC,89,2744ea1f-93a8-4bca-acae-2925163d92d9,a12ecedb-d42a-4c49-b9d8-ac72b7419d1e,Credit Card,Success,0,,10000,2020-07-19 11:57:49.814030 UTC,-6.3537352966277956,107.73822968200987,1627868,7381,2,368033
2020-01-31 20:52:12.677284 UTC,89,fa39d3b1-631e-48e3-8fff-6ac8960807a9,ef94e881-f56a-47c1-a2db-ba090593e9fe,LinkAja,Success,0,,10000,2020-02-02 19:41:03.578460 UTC,-8.5042997459542153,114.98666617121722,1468237,9900,1,246744
2019-10-06 07:52:02.996211 UTC,92,ba80451f-7c98-403b-9635-a1aeed9d73e5,cb084d85-c201-4d59-a9ea-870869206184,Debit Card,Success,0,,10000,2019-10-08 00:21:06.746655 UTC,-2.5339885803348481,116.30138679994452,471296,12608,2,230648
2021-10-26 21:58:40.957076 UTC,93,ae58e782-0a5e-44e3-b28e-8fda5b4e8612,a31c9aa5-0290-43ba-9b44-163ef076ca3b,OVO,Success,0,,10000,2021-10-31 02:45:37.366857 UTC,1.8423561303078329,127.77518801271106,572302,22876,3,187434
2021-09-16 21:20:18.957076 UTC,93,621b0443-2f09-46d5-a7ef-9fc60d0a5af3,ef1c4e2e-f693-443d-a787-f0ed05db11a5,OVO,Success,0,,10000,2021-09-18 01:49:56.585224 UTC,-7.6206987540831239,108.11781556963228,369162,20235,1,359162
2021-05-28 15:15:28.632982 UTC,98,828b80ee-cc3c-4401-88d3-ef19b9a86ae2,8b07fef5-a1fd-43d1-94c9-5af4fb9e63f6,Credit Card,Success,0,,0,2021-06-02 12:42:55.625332 UTC,-6.5094740955652739,134.29517408330048,536602,37341,1,536602
2021-10-07 14:35:41.632982 UTC,98,066add67-f69e-4332-8d3c-11b7dc5b69ae,826d0aaa-10ee-457b-a043-7cd8092787a8,Credit Card,Failed,0,,0,2021-10-13 06:23:17.953497 UTC,-6.5094740955652739,134.29517408330048,344134,44253,2,172067
2022-04-01 13:44:20.632982 UTC,98,02d17f79-622d-4571-9b82-f079e225a43c,e570d8bf-9bbe-46af-885e-a7f95fd16bbb,Debit Card,Success,0,,0,2022-04-06 06:54:24.793544 UTC,-6.5094740955652739,134.29517408330048,176126,33206,1,176126
2019-07-16 06:41:15.632982 UTC,98,1f6264d9-f97e-419b-a891-bf4a0f64d29e,e977b916-7762-4c4a-81af-10b22f73c86c,Credit Card,Success,0,,0,2019-07-17 09:31:13.736965 UTC,-6.5094740955652739,134.29517408330048,352549,50356,1,352549
2018-08-20 03:22:53.632982 UTC,98,0a74d3ba-1878-451a-8356-f8cbaab6b87f,ed36556c-d202-4f01-b4c7-455228e4a2fc,Credit Card,Success,0,,0,2018-08-23 04:41:07.652463 UTC,-6.5094740955652739,134.29517408330048,216521,11486,1,216521
2016-12-11 23:35:10.632982 UTC,98,b20ade25-44de-4ed6-b2f9-817c95a47695,e461cea6-1461-4816-a39b-01200fe21c6b,Gopay,Success,0,,10000,2016-12-17 19:10:53.536105 UTC,-7.7063005529942874,110.56659500868244,4231901,57884,7,284982
2021-04-03 14:05:31.632982 UTC,98,6cf29f2a-4156-4ae3-93c2-96361c1015e1,e327d8e9-26f4-4e18-9b65-673a18ddd3b1,LinkAja,Success,0,,10000,2021-04-05 23:37:43.314987 UTC,-4.6222477238665389,119.70290904562744,197164,13963,1,187164
2016-12-11 23:35:10.632982 UTC,98,b20ade25-44de-4ed6-b2f9-817c95a47695,e461cea6-1461-4816-a39b-01200fe21c6b,Gopay,Success,0,,10000,2016-12-17 19:10:53.536105 UTC,-7.7063005529942874,110.56659500868244,4231901,47267,1,297068
2020-06-21 09:31:18.632982 UTC,98,a8ba8ad0-c9c5-4c7d-ae75-04465c588901,5562c102-6deb-4d1d-bd05-724faf85b438,LinkAja,Success,0,,10000,2020-06-22 23:45:32.708912 UTC,-6.1910951874644073,106.92786141843054,687704,21454,1,151288
2017-01-25 00:06:18.632982 UTC,98,3008482d-f30c-47f6-a932-2cb3e05bcb3f,ef77a19c-efb2-4190-95e3-5d0ada4b31ab,Credit Card,Failed,0,,50000,2017-01-30 22:51:06.195722 UTC,-4.571582891946921,104.52854576705067,1547786,38148,1,339677
2016-12-11 23:35:10.632982 UTC,98,b20ade25-44de-4ed6-b2f9-817c95a47695,e461cea6-1461-4816-a39b-01200fe21c6b,Gopay,Success,0,,10000,2016-12-17 19:10:53.536105 UTC,-7.7063005529942874,110.56659500868244,4231901,15471,1,115622
2016-12-11 23:35:10.632982 UTC,98,b20ade25-44de-4ed6-b2f9-817c95a47695,e461cea6-1461-4816-a39b-01200fe21c6b,Gopay,Success,0,,10000,2016-12-17 19:10:53.536105 UTC,-7.7063005529942874,110.56659500868244,4231901,12602,5,86817
2017-04-01 01:00:30.632982 UTC,98,3bfd1ff3-537f-4be2-92a9-069dff6782b4,9f739f88-b521-4707-95e7-651c4348fa16,Credit Card,Success,0,,10000,2017-04-05 17:39:33.510920 UTC,-2.9390114042789044,111.10687428034512,992459,21538,1,157189
2021-03-01 14:20:14.632982 UTC,98,757b0b40-c2ed-4ee2-81f0-00df4145f36c,8f5aca88-b59d-44cb-9a6e-55b379906270,Credit Card,Failed,0,,0,2021-03-02 19:10:21.876279 UTC,-6.5094740955652739,134.29517408330048,302118,6347,2,151059
2020-05-03 21:09:46.592585 UTC,104,cf9786d8-61e3-4957-b3f1-2b5804cfee20,f8ce9de6-5062-4c00-972e-653b42fe756e,LinkAja,Success,0,,10000,2020-05-06 02:24:55.967191 UTC,-7.5967804741561169,111.01902074122169,366894,6458,1,208993
2021-02-23 06:22:32.452426 UTC,107,f71b924c-394d-46fb-8d5b-642f6bd328b0,f2568061-ed24-44d5-bab4-66cafade5c2a,Credit Card,Success,0,,10000,2021-02-28 06:42:43.680882 UTC,-5.7448113075436691,134.66512104104572,836051,28442,1,464242
2021-03-21 06:47:26.452426 UTC,107,63bd4315-501b-4f63-8e4a-0e04dd9394f2,c30b2f87-21ea-40bd-83ff-b253487f985d,Credit Card,Success,0,,10000,2021-03-23 17:43:31.060116 UTC,-7.5212338216747279,109.75342046109056,1971115,3863,1,162718
2022-01-01 11:46:25.452426 UTC,107,9ab65464-03e3-4061-b15b-ad4283bd719a,1437e183-2678-476d-8ac7-da7923b75359,Credit Card,Success,0,,10000,2022-01-04 01:31:17.232177 UTC,-6.7241474599824453,107.01525130874516,3994002,16208,22,181091
2022-05-24 14:11:00.452426 UTC,107,c7ac6209-90a5-4ac5-ab60-26cba0eb4a1a,973444d5-74f5-4762-acf8-7e5cfda2625c,LinkAja,Success,0,,10000,2022-05-27 15:34:21.002609 UTC,-6.7372624057374759,107.74161155193433,648186,40230,1,638186
2021-03-21 06:47:26.452426 UTC,107,63bd4315-501b-4f63-8e4a-0e04dd9394f2,c30b2f87-21ea-40bd-83ff-b253487f985d,Credit Card,Success,0,,10000,2021-03-23 17:43:31.060116 UTC,-7.5212338216747279,109.75342046109056,1971115,23039,5,247301
2020-06-06 07:44:54.266056 UTC,108,9245d956-3ad6-4ae3-8e6c-673b697e9018,5553beb6-2e75-4114-a345-0eba965f542b,LinkAja,Success,0,,5000,2020-06-09 18:13:56.564034 UTC,-7.9916000756293082,110.5764256686151,451230,19109,1,446230
2021-11-14 10:12:02.266056 UTC,108,8f239ec6-65bd-4ca1-9f59-e100bef910d4,f19b0ef9-98c5-4756-8556-71eca82ab60a,LinkAja,Success,0,,15000,2021-11-17 01:58:28.663412 UTC,-7.6750240156534808,109.33827438931095,1464390,11647,6,241565
2021-06-24 05:54:20.591419 UTC,109,8a7bb419-f9f0-459e-8855-4511b96a48b1,02ab4a66-9eed-440e-bd07-a475e075ccd9,Gopay,Success,0,,0,2021-06-28 12:33:27.263729 UTC,-6.1933899276886324,106.96574897048144,377788,56224,1,377788
2021-04-28 05:33:15.591419 UTC,109,a64b72f1-1b9c-4f11-8236-cf99bb713a1a,5bd511cf-ead0-48f7-836c-6ae3058de071,Gopay,Success,0,,5000,2021-05-03 08:06:26.812784 UTC,-6.1933899276886324,106.96574897048144,69991,51259,1,64991
2021-12-21 05:23:27.649472 UTC,110,52fb37cd-0476-4184-a4b3-76a28e432af5,37b31cce-4f5b-4618-9804-18956741d762,Debit Card,Success,0,,5000,2021-12-24 22:52:08.677103 UTC,-7.8289162186359622,110.65031444494126,211128,57442,1,206128
2019-07-01 01:39:50.649472 UTC,110,d2574434-4d40-4b5b-b4c2-695526098c59,ffc81216-c09e-4407-b24a-c993c8330799,Debit Card,Success,0,,5000,2019-07-02 22:48:10.682863 UTC,-7.8289162186359622,110.65031444494126,278661,44171,1,273661
2020-02-12 03:13:31.649472 UTC,110,6d23bb61-18f9-4cf6-b114-9a7e8bf8c362,bfdccf95-d403-406e-8377-29006955ff17,Debit Card,Success,0,,10000,2020-02-16 05:36:42.698943 UTC,-3.165068607193831,129.93215052554064,545679,31128,1,176271
2021-12-07 12:12:35.170137 UTC,111,148eb3a6-3f5e-4d26-a093-5c25681288ea,717edf33-8cb6-4c82-bb23-0cc4e174181a,Debit Card,Success,0,,0,2021-12-10 03:43:26.717992 UTC,-6.1499816794234032,106.96566149267396,136298,49757,1,136298
2020-11-01 20:06:19.159005 UTC,118,f0450fae-1192-42a3-81f7-df43ec270d93,06da94ea-9de2-4877-8516-2e96823b36b4,Gopay,Success,0,,50000,2020-11-07 17:01:01.305924 UTC,-2.0100264777349697,113.70480263028008,418633,16452,1,368633
2022-03-13 15:44:08.110961 UTC,119,cefc7c6a-f07c-49d5-82c3-11240861ee43,3a15e1e4-e6a6-47aa-b639-864cb8872baf,Gopay,Success,0,,10000,2022-03-14 16:33:34.295323 UTC,-7.2345008269741253,112.3131757960724,855857,55122,1,119193
2022-04-25 04:23:44.711463 UTC,121,05465fed-2974-405a-a9e8-9f374feba756,57397bea-718e-4622-ad13-3e1ee7ef68c1,Debit Card,Success,0,,10000,2022-05-01 01:44:53.551759 UTC,-6.790839852627113,110.72728583554633,1121170,45809,3,370390
2022-03-29 04:27:39.711463 UTC,121,c64012fd-e262-4d87-95b3-aff1dc5282a4,3b45ed69-cac9-4c0c-a11b-dc1d528380a5,Credit Card,Success,0,,10000,2022-04-03 04:23:51.892034 UTC,-4.9888043357383651,105.02857561041692,133623,12410,1,123623
2022-05-07 04:39:14.711463 UTC,121,b90fe983-847e-4001-8f92-22d8bdc91a4c,1d19a7d6-0006-485e-9733-450d5f1bd040,Credit Card,Success,0,,10000,2022-05-11 05:29:04.026524 UTC,-6.2494410446291271,106.91489140305204,403842,59142,2,196921
2022-06-27 05:51:08.711463 UTC,121,1359e99c-90bb-44fe-a18b-08bdfaa5e4ff,0e42d4a4-c697-4cbb-b9d1-a77b73b7988a,Credit Card,Success,0,,25000,2022-06-30 16:58:46.063913 UTC,2.2433843852980786,99.4557349410947,1505459,57739,1,313969
2022-01-10 19:24:28.867225 UTC,122,b0510200-2fb5-4540-9d63-7ea662ea0896,9570aec0-8c0f-4226-8651-4d5950a03240,Credit Card,Success,0,,0,2022-01-12 18:54:55.150871 UTC,4.0180355750653707,108.31200890778884,266292,3646,1,266292
2021-11-21 15:55:32.867225 UTC,122,d61b277b-d33d-4667-b9e7-159984ea71d1,f81ab346-d534-4b40-9276-69a02daa2ee8,Credit Card,Success,0,,10000,2021-11-23 00:01:31.843491 UTC,-6.2366494506954888,106.8276839007515,672472,21016,1,116812
2021-11-21 15:55:32.867225 UTC,122,d61b277b-d33d-4667-b9e7-159984ea71d1,f81ab346-d534-4b40-9276-69a02daa2ee8,Credit Card,Success,0,,10000,2021-11-23 00:01:31.843491 UTC,-6.2366494506954888,106.8276839007515,672472,39991,1,181910
2017-09-28 02:02:44.757557 UTC,123,eacd08cb-ce0b-494e-92fe-e81d02458fd2,fcd0ede6-7f7f-4707-9803-e531ed885dcd,Debit Card,Success,0,,10000,2017-09-29 17:59:35.726723 UTC,-7.4151587176688833,107.15850248096498,173260,58926,1,163260
2022-02-20 19:54:43.146992 UTC,126,ffb02f3f-96d9-48c0-8250-45986bddfae9,3b52c7ce-bd76-4e41-b312-1ed9b2c3b119,Debit Card,Success,0,,10000,2022-02-24 10:32:48.106461 UTC,-8.17972066868429,127.78164646861239,412504,5773,3,134168
2020-02-26 12:35:42.146992 UTC,126,d2d97f62-8fd4-4221-9f96-2625ab67c9ad,8cf6f59e-81c5-4d07-8fdf-a93a3f96ef36,Debit Card,Success,0,,10000,2020-02-29 23:03:36.143038 UTC,-8.3051411828991117,116.40084836355254,319157,4995,1,309157
2022-03-21 20:01:59.146992 UTC,126,b7d68011-fe89-4088-84a0-a91685d82ad5,5c3949d0-f309-4eb6-bb51-67f120b1ccac,Debit Card,Success,0,,10000,2022-03-23 23:41:44.078568 UTC,-2.778403807211447,105.01065145986117,325746,53110,1,315746
2020-11-13 15:05:27.146992 UTC,126,12db1cc7-009e-4a62-ae5a-19a435c551c5,547ac1e1-7e07-4f29-aa2f-87f7487bcead,LinkAja,Success,0,,15000,2020-11-17 15:09:41.028336 UTC,-2.7791862214799856,111.6480385176922,1264332,20056,1,159354
2020-12-12 15:11:06.146992 UTC,126,c09b1ddf-3896-4176-aff5-62ad731d68f7,f9bb0e9d-2346-41f2-9d0f-848f30a0d56d,Debit Card,Success,0,,10000,2020-12-15 09:23:54.447570 UTC,-8.3619871589729833,112.46623878082208,506444,22091,1,210237
2021-04-07 16:49:10.146992 UTC,126,1428cb3e-7628-431d-8a03-914b6c4e54a0,002bf568-42b1-4f24-a4c5-50fe90a0ef48,Debit Card,Success,0,,10000,2021-04-13 00:01:38.268891 UTC,-0.68364551261307938,115.14574909708892,292840,19810,1,282840
2021-11-02 03:10:36.119866 UTC,134,ad27cca1-4037-4f91-aa94-9ee2dd2594ac,bc871bb0-9bc7-44c1-b2ed-531c8701734e,OVO,Success,0,,0,2021-11-07 04:10:24.557936 UTC,-2.8594545548726842,111.68106407889456,164622,26404,1,164622
2022-06-30 23:31:43.278960 UTC,139,4aedf90f-6672-4471-8ca8-7e2bd0ad14d4,a4d63174-4dfd-41e5-ba05-4ba48d4fd4d2,Gopay,Success,0,,10000,2022-07-03 18:42:37.998548 UTC,-6.5949890843785921,107.19802743960685,2625046,52481,1,87506
2021-11-11 20:13:14.111935 UTC,142,09b5383f-d406-4779-a955-9614b2b6a0d7,26be800f-e2ca-43e3-ab4c-0b54ac765987,LinkAja,Success,0,,0,2021-11-16 01:25:59.180040 UTC,-7.0290254382731714,109.3239937632521,1454367,51465,1,223841
2021-08-31 18:57:03.111935 UTC,142,a01e41f0-f076-4922-85ca-2f8567203787,3542d314-4b3e-4656-ad44-886d72c191ee,Credit Card,Success,0,,0,2021-09-03 14:27:06.806448 UTC,-7.0290254382731714,109.3239937632521,2894485,21437,1,117353
2022-04-28 22:59:31.111935 UTC,142,9fc46312-8817-4e15-848c-dd34fc6c0845,0b351d59-bfe3-4e11-b184-40302ec0e53d,Gopay,Success,0,,0,2022-05-03 16:53:06.046029 UTC,-7.0290254382731714,109.3239937632521,282307,54619,1,282307
2021-09-12 19:16:05.111935 UTC,142,7988048d-e13b-4fe7-9c62-c2df8e0053fa,3b79711e-0933-4204-91ac-d598bb715da7,Credit Card,Success,0,,10000,2021-09-15 07:40:57.871491 UTC,-7.8013767923001476,111.04785670495778,1189372,57069,12,98281
2022-04-22 22:54:30.111935 UTC,142,0aa76afd-b9b4-4532-b3fd-86dd563399d2,78e936c3-3f18-4340-a8c0-5e7be28f2f50,Credit Card,Success,0,,25000,2022-04-27 20:37:31.932496 UTC,-6.1818603645719383,106.88384585999472,726958,7621,3,233986
2022-03-23 22:35:56.111935 UTC,142,a57b6864-030a-4248-a5cb-fbebed5e4e5e,ca3bdcdd-eaa4-41af-94ee-aa2d17b58642,Credit Card,Success,0,,10000,2022-03-25 07:30:39.059991 UTC,1.2497618954677492,113.09353307378558,241162,6514,1,231162
2021-09-18 19:40:27.111935 UTC,142,c90bf380-b4aa-41da-9d51-1c605b31df3a,867d0fa2-8281-443a-9c21-c3866ac7021a,Credit Card,Success,0,,10000,2021-09-23 15:02:28.219098 UTC,-8.09723592565274,110.75171891386154,548419,42929,1,538419
2022-05-28 22:58:34.111935 UTC,142,9edee6fa-ea5b-474e-86e7-071fb81036ce,fdc39a82-cccc-4601-a572-f910cc48e8bd,Gopay,Success,0,,5000,2022-06-02 03:04:24.172170 UTC,-7.0290254382731714,109.3239937632521,246539,3989,1,241539
2022-02-15 21:46:26.111935 UTC,142,b05cb75c-1462-466c-bbb4-db5760b8fbd4,557d0dc1-fe04-48fe-ab9d-24fbc74cbc95,Credit Card,Success,0,,10000,2022-02-17 18:22:44.390543 UTC,-1.5562979105213586,112.97686647582168,494548,22844,1,320713
2022-04-19 03:18:00.509223 UTC,145,e5aac2fe-2482-4f0a-8820-05d158ab2220,f485ceac-fa11-4830-9fe7-5725f8e21df8,Debit Card,Success,0,,10000,2022-04-23 12:57:35.434360 UTC,-7.02097357356005,107.20503247284741,665662,23113,3,218554
