session_id,event_name,event_time,event_id,traffic_source,product_id,quantity,item_price,payment_status,search_keywords,promo_code,promo_amount
c9736836-7bfc-4444-b4f6-85a6312575ae,ADD_PROMO,2021-01-08 22:50:13.105141 UTC,606d1e3c-d646-45fc-a522-68a76f49ed71,MOBILE,,,,,,BUYMORE,3895.0
392b4be0-72b5-4ed5-920c-cfcf2f2624ca,ADD_PROMO,2020-08-20 11:04:45.801322 UTC,fbdf4bb9-9ac2-4da6-a1f2-ead4a463d751,MOBILE,,,,,,XX2022,5076.0
c77d1de1-acf1-4e11-bdcd-af8994f2d2b3,ADD_PROMO,2016-10-17 01:15:27.221300 UTC,72266417-3e5d-4b50-a4d3-82557207527c,MOBILE,,,,,,BUYMORE,4565.0
d626bfdc-59ba-4890-affd-b3a4e614bef7,ADD_PROMO,2019-11-09 11:31:53.856776 UTC,97669c14-a1d7-45d0-818e-46d8961284ee,MOBILE,,,,,,WEEKENDSERU,3462.0
06524b20-a14d-415f-bf15-c2cd92e6dede,ADD_PROMO,2019-08-09 10:51:56.829019 UTC,f52d3573-5a53-42e9-85a4-fb11d2ca6907,MOBILE,,,,,,WEEKENDSERU,7443.0
8c13695d-240f-4e99-abe2-83d95564028b,ADD_PROMO,2019-07-12 14:16:48.318164 UTC,1f6c2bbc-c786-4f0a-937d-1b9159d4755c,MOBILE,,,,,,AZ2022,3766.0
94e0585c-5190-41e2-95d2-10fa27a2445d,ADD_PROMO,2018-11-28 11:18:50.446858 UTC,830fe884-47af-4d55-952d-49b814dc5377,MOBILE,,,,,,BUYMORE,6861.0
beeca7ca-f397-4926-96c0-1731751b22eb,ADD_PROMO,2021-08-08 20:26:52.791043 UTC,cde06a4f-ee3b-48e0-97cd-5241975ba566,MOBILE,,,,,,AZ2022,4548.0
8e4eeb31-306b-478d-a15d-b20bcc88145d,ADD_PROMO,2021-02-07 10:04:21.002437 UTC,83a3ef2f-b84f-481b-b372-3c75a164797d,MOBILE,,,,,,AZ2022,4256.0
c02824aa-557f-42cc-9c4a-451bde04c5a0,ADD_PROMO,2020-05-03 08:41:51.225473 UTC,79b8d89b-5125-4304-87a4-3ee858d9551a,MOBILE,,,,,,AZ2022,4653.0
028e5f3d-d1a3-4250-941d-092db44584f1,ADD_PROMO,2019-10-01 13:15:35.875069 UTC,96dad683-f3e4-4661-b4ef-cde60f4c8ee8,MOBILE,,,,,,BUYMORE,2710.0
03e637b4-cbc9-482b-9dd9-6b1b5ebb5ecc,ADD_PROMO,2020-01-27 07:23:20.250626 UTC,1fcd8c77-0eac-4392-be92-801d49e6803d,MOBILE,,,,,,XX2022,1295.0
a5c6ce12-d464-49e1-bba0-15c7a73554fd,ADD_PROMO,2022-07-27 05:26:15.428853 UTC,86837b5e-62d0-4a1d-9901-17edfd1e0453,MOBILE,,,,,,XX2022,5442.0
59d1f8be-0d6a-486d-a8e6-f473904079df,ADD_PROMO,2017-04-19 18:57:57.749800 UTC,45fd8ded-7973-4fe6-a920-4a76e2416d0d,MOBILE,,,,,,XX2022,4289.0
41afc6f5-0566-4a5d-b199-87d8910bdc8e,ADD_PROMO,2022-01-17 04:47:22.808329 UTC,9bbfad98-f8da-4ddd-b57e-54ce07e0054f,MOBILE,,,,,,BUYMORE,2636.0
7c3000da-c427-468c-8c2d-67c09e19cc11,ADD_PROMO,2019-09-24 19:28:46.364541 UTC,384c483d-79e2-402f-86fe-b681f2237389,MOBILE,,,,,,AZ2022,9355.0
534de6d6-843c-463c-8f9a-adc7c8945d45,ADD_PROMO,2021-05-16 04:08:27.914314 UTC,7103dbcc-e4d8-48dd-8dee-e42e831ecc47,MOBILE,,,,,,BUYMORE,4609.0
9d30f059-c289-4df6-8269-9307f616d404,ADD_PROMO,2021-01-04 04:49:46.170243 UTC,7d83f766-784e-47d0-8ccd-782802350066,MOBILE,,,,,,AZ2022,5131.0
0556b52b-14c1-4323-b4e8-9906dbf19335,ADD_PROMO,2019-01-17 22:20:29.246874 UTC,73470834-40cd-48f1-8eab-166f5c89d0c9,MOBILE,,,,,,AZ2022,2597.0
b77969f0-1152-4c4d-963a-7558d385460b,ADD_PROMO,2021-11-09 01:45:16.259580 UTC,6bd21487-6cdd-4b51-868e-03101a22c53d,MOBILE,,,,,,WEEKENDSERU,2169.0
38f6fd82-c90c-4f6b-8bb4-208cad7fa3ac,ADD_PROMO,2020-09-22 10:26:43.054352 UTC,608c6335-68e0-4d89-9d4b-c10e9dea631d,MOBILE,,,,,,AZ2022,4615.0
89088134-492a-4ae7-b94a-eba956b3dd07,ADD_PROMO,2020-07-14 16:58:48.288448 UTC,77cea08c-ba94-4174-98a8-b7083b27b9ce,MOBILE,,,,,,BUYMORE,2536.0
a6689748-e8cd-499c-a9ec-f6007217c2a9,ADD_PROMO,2019-08-19 16:50:41.605056 UTC,6c54b214-130b-48e6-9bf6-f64ca22ca70a,MOBILE,,,,,,AZ2022,2100.0
eea410b8-7492-4fac-82ae-762229b54894,ADD_PROMO,2022-02-24 13:25:08.001083 UTC,464e81de-193b-4b82-b1bc-f26958c87a07,MOBILE,,,,,,XX2022,6428.0
a6462d47-7fe6-465f-8d9d-1d50352fece4,ADD_PROMO,2020-03-10 05:46:00.690377 UTC,be6ff090-7484-4b77-8add-26d00f26147b,MOBILE,,,,,,AZ2022,2849.0
d5006e4e-46f6-4d6c-b666-4de9d6df3ec2,ADD_PROMO,2020-07-06 08:26:48.875096 UTC,bd4757a5-9e37-48bf-8359-1d1c5d3c003f,MOBILE,,,,,,BUYMORE,2878.0
f9855ba2-19a9-49ed-aa68-53521c746742,ADD_PROMO,2018-03-17 06:25:08.422919 UTC,18ae552f-63d5-4402-9caf-5a7af9bec345,MOBILE,,,,,,XX2022,4747.0
9c7b91d6-5003-474c-a85b-46fb10ae47f4,ADD_PROMO,2021-06-25 01:45:08.781615 UTC,af22bd78-77f0-4c34-b4c0-88bebeebc3e5,MOBILE,,,,,,XX2022,10159.0
6694843c-dbbe-434d-bccc-8d0d34ccad63,ADD_PROMO,2020-09-23 21:06:41.133713 UTC,ecca65d5-c9af-419e-a3c9-3978abd2e8c1,MOBILE,,,,,,LIBURDONG,1939.0
50056e03-53c4-49d6-aeb8-41643f5a6c23,ADD_PROMO,2021-06-18 21:58:28.801243 UTC,5a6ad138-75bc-421b-a49c-752e5aa19f14,MOBILE,,,,,,XX2022,7101.0
b29eadb7-77bf-46c2-850d-f4d616ccfd58,ADD_PROMO,2021-10-07 20:33:37.313940 UTC,c7368cd9-5161-49ba-9bd5-e06b26acbe3d,MOBILE,,,,,,XX2022,3445.0
9d22a8a9-0d88-4ae4-b112-1fa4b1c60b62,ADD_PROMO,2020-09-01 07:24:20.392699 UTC,23079378-9da5-4ca8-b7aa-288d29ea7a8b,MOBILE,,,,,,BUYMORE,2787.0
0d39dab4-ef79-45ed-bd90-fc05216c9993,ADD_PROMO,2020-12-24 04:13:40.184330 UTC,45abcdeb-e00e-4459-a936-0991e50d6904,MOBILE,,,,,,STARTUP,12963.0
a94f15a4-17d4-4707-b509-f40c9e4e0bb1,ADD_PROMO,2022-04-18 22:01:13.853864 UTC,32b9c4d1-2feb-4e40-ba1d-74f85b2a8c0a,MOBILE,,,,,,AZ2022,3981.0
a4e17182-9f33-400c-b2b8-abbaeda08bfe,ADD_PROMO,2018-06-24 10:12:20.995443 UTC,92b9a94f-939a-459f-886b-1d8f1a24a633,MOBILE,,,,,,BUYMORE,2468.0
88a0e1bf-dc37-48ce-812e-f60a785b83d0,ADD_PROMO,2021-07-13 06:56:04.971494 UTC,1be50e57-fe34-4d18-bdcf-d59605217583,MOBILE,,,,,,BUYMORE,4944.0
a20f45b9-ceb1-40de-b42d-1b55752eea77,ADD_PROMO,2021-07-07 05:20:15.773740 UTC,8ac95a68-e7ba-4da8-8781-cdf8e162e81b,MOBILE,,,,,,XX2022,1682.0
8c2845ed-01f1-4133-9eb3-bcb1e6f2a47b,ADD_PROMO,2020-02-14 01:54:48.376597 UTC,8b61ffa2-e1d4-465e-840e-54f39540c5d3,MOBILE,,,,,,WEEKENDMANTAP,8269.0
26a42843-676b-4d77-98c0-ac3273aa896e,ADD_PROMO,2018-11-03 13:46:19.813287 UTC,8de6b2de-6512-4936-b59d-9c6ba8a59c40,MOBILE,,,,,,WEEKENDSERU,6802.0
d766b7f7-7c31-4afa-b278-f2ff1e8f2ec5,ADD_PROMO,2021-04-07 00:53:34.465433 UTC,2a268d70-fac9-4945-98ba-bbecbe4c1e7f,MOBILE,,,,,,BUYMORE,4512.0
6fd8ccad-f342-4b24-b94d-fda500b03740,ADD_PROMO,2021-09-25 23:48:16.810263 UTC,355a73eb-febb-4d9a-8302-00bf52f677a0,MOBILE,,,,,,BUYMORE,4155.0
8949becb-e841-410c-9a58-c53e7366937b,ADD_PROMO,2020-12-04 06:46:29.360833 UTC,39a7a4be-9089-47e7-9884-6686c493dd97,MOBILE,,,,,,XX2022,8622.0
ff12cc18-f1d7-461f-9553-413e5fee2038,ADD_PROMO,2021-11-06 18:41:08.214469 UTC,b0081379-aeb5-4d91-840f-9daaa399a8f6,MOBILE,,,,,,AZ2022,5811.0
a8238d68-a8a2-48a9-bdfd-eb840c4124db,ADD_PROMO,2022-03-06 14:30:09.185834 UTC,a172f669-596c-43ca-b3e9-9b8408000770,MOBILE,,,,,,BUYMORE,4282.0
7d79da3e-f600-471e-b765-a9f2f2bc3d29,ADD_PROMO,2018-02-13 22:34:31.512124 UTC,72c7e0b6-6a76-4126-8a6e-c705f2800758,MOBILE,,,,,,AZ2022,3811.0
67cd2962-3b69-4ac5-9222-0c3d83c86a1f,ADD_PROMO,2022-05-29 14:39:48.952083 UTC,d48fc147-dc43-474b-9f17-82ee450fe953,MOBILE,,,,,,WEEKENDSERU,2299.0
ccd6d662-aa47-4ef0-8dfe-f3c2c310cc52,ADD_PROMO,2021-10-03 21:28:59.377568 UTC,cd729b92-887b-418c-ac8e-35f5e9572737,MOBILE,,,,,,XX2022,7460.0
ede9c8c7-c95c-4c8f-ba6a-3dbe8c438aaf,ADD_PROMO,2021-01-07 17:58:46.368321 UTC,84c21381-77bd-48f5-abd3-29a6ec13ae19,MOBILE,,,,,,WEEKENDMANTAP,2352.0
11552200-8a55-4efb-abc7-6270635a5b4e,ADD_PROMO,2020-05-04 20:02:29.259528 UTC,98806913-516a-4da8-8db9-b0d23d33a12f,MOBILE,,,,,,XX2022,2311.0
886bed10-53b7-48ce-90ae-8f60833894ac,ADD_PROMO,2022-04-01 20:23:55.595243 UTC,afe792cc-99e4-4aac-a112-fea040bc081e,MOBILE,,,,,,AZ2022,6152.0
2d16294f-1a2f-42e6-9cfc-b93447568b0f,ADD_PROMO,2021-03-09 12:05:15.672363 UTC,a60474aa-ddf3-47da-8804-aa2104596948,MOBILE,,,,,,AZ2022,8332.0
d52f0e25-9fbe-4190-a7ea-2f37aebea02c,ADD_PROMO,2017-08-10 11:26:46.076269 UTC,ba97fbca-d6a7-4514-b617-7148afa52bc4,MOBILE,,,,,,SC2022,11695.0
feaec61d-256d-43dc-aa64-ba4950b57b5c,ADD_PROMO,2019-05-09 05:56:41.663342 UTC,a9701403-3590-4ac7-9a61-2a24db3d042c,MOBILE,,,,,,AZ2022,3265.0
ebd666d4-4f1e-447b-a551-dd678f1e6c2e,ADD_PROMO,2019-09-17 06:14:15.140198 UTC,ba3b3afe-2bde-4db5-9e08-9dcb441110ca,MOBILE,,,,,,AZ2022,5186.0
43586dea-1399-4306-af3e-c08a6bc9b0b6,ADD_PROMO,2020-06-10 03:52:51.590646 UTC,f1950b82-5893-4fbd-9762-ff9d1b500029,MOBILE,,,,,,WEEKENDMANTAP,1990.0
85ac3f0a-cf21-48cd-ad98-6b706e1803f6,ADD_PROMO,2021-01-05 08:12:12.922040 UTC,d9265622-5709-422b-93bb-2c06790f1fb4,MOBILE,,,,,,WEEKENDSERU,3622.0
a2a5cdfe-aa13-4045-884e-7baa724720eb,ADD_PROMO,2022-02-26 21:04:56.031948 UTC,81c1ff9e-b706-4955-8ac8-03d1f67eb349,MOBILE,,,,,,LIBURDONG,3713.0
b0766b65-d140-4238-9b6c-ac4646601732,ADD_PROMO,2019-10-17 22:30:29.027006 UTC,1ea7872b-1c00-4c8f-9a11-d7f6f6666e02,MOBILE,,,,,,WEEKENDSERU,7283.0
32f2d15c-57cb-4e65-9bd3-f73d4323c185,ADD_PROMO,2021-11-03 10:39:38.498710 UTC,74955d14-0b5c-47cd-88a1-0f11ab9d2e26,MOBILE,,,,,,LIBURDONG,5568.0
260d96db-1cbe-4fba-bd62-8c3b0b4a75cf,ADD_PROMO,2022-04-15 05:15:28.081762 UTC,bcf65f72-8416-4c5a-9095-6b839dee7c5f,MOBILE,,,,,,LIBURDONG,10361.0
456557e7-5b45-4767-8319-f9c9c2e365fc,ADD_PROMO,2019-06-28 15:24:44.730201 UTC,06aa6807-f514-4227-9c5c-cb361b9f75ed,MOBILE,,,,,,AZ2022,1943.0
81147cc1-4bc5-4111-baa7-d284ac19f97d,ADD_PROMO,2019-10-08 02:59:01.730201 UTC,4fa188dc-5691-4859-bac1-1d82511d0479,MOBILE,,,,,,AZ2022,2429.0
b3348e12-5aa7-4eb7-bffc-fae067d46e5e,ADD_PROMO,2019-11-18 09:04:00.793729 UTC,d94cbcc2-9f4b-46b1-a04a-1d15dc4be18b,MOBILE,,,,,,BUYMORE,2500.0
8939336f-9867-42f8-a88c-2a8d3a682e58,ADD_PROMO,2020-06-17 23:10:49.706710 UTC,4da510e6-53ed-4ccd-8fcf-d8948db56157,MOBILE,,,,,,AZ2022,5034.0
0c431af0-fcff-402c-a0db-fb85e2d1058a,ADD_PROMO,2021-03-05 13:24:41.710086 UTC,ba606ae2-c12f-4483-a3ba-e60a4914f6f5,MOBILE,,,,,,WEEKENDSERU,2670.0
a12ac973-f762-47c9-9164-c33cd2e8a5b7,ADD_PROMO,2020-02-23 21:51:31.418517 UTC,27815ce3-354d-43de-b742-ba9cd1e31b84,MOBILE,,,,,,BUYMORE,6633.0
24090ef1-356d-4510-9f3d-43b6f86a2c8f,ADD_PROMO,2022-05-27 20:03:17.304741 UTC,19923fc0-4d20-49f9-8bab-57e150062205,MOBILE,,,,,,WEEKENDSERU,5143.0
e1c36aca-5190-48af-83b6-34094c85ee71,ADD_PROMO,2019-11-03 07:44:18.822330 UTC,673cafd8-985c-46b8-bd03-a6178ebaf22a,MOBILE,,,,,,AZ2022,8024.0
3452c14f-170c-4e2b-8d6e-aaa80e950e4f,ADD_PROMO,2022-02-08 05:57:23.721629 UTC,2e570647-843a-451a-a89f-4fe49cbfec13,MOBILE,,,,,,AZ2022,3258.0
3ee021c8-363e-4b43-bcb4-95e2c46b0813,ADD_PROMO,2020-11-21 23:00:49.132359 UTC,1929fe5c-3223-4ca1-8878-7184e78cfa7b,MOBILE,,,,,,BUYMORE,5978.0
5873dd40-88f0-4ab9-a85d-c72e2cb8b32e,ADD_PROMO,2021-10-07 17:18:05.195115 UTC,c56145aa-eae8-4c23-adcb-22dd1fe7e91e,MOBILE,,,,,,BUYMORE,5236.0
19157377-01c6-4d65-af16-eb08b1015bda,ADD_PROMO,2021-08-17 19:18:44.909786 UTC,d0ea59cf-d7f9-4483-906c-988982513297,MOBILE,,,,,,WEEKENDMANTAP,5840.0
0be2b5d0-0571-46ca-9b47-074a0e1a766b,ADD_PROMO,2021-08-26 23:51:46.581506 UTC,7ae3c4f3-bd56-49bc-810e-9ac1fab7810d,MOBILE,,,,,,AZ2022,5633.0
cdcac9d2-c11b-4f80-b6ca-ee7a135991a2,ADD_PROMO,2018-09-12 23:49:15.714162 UTC,e265a7f5-0750-46db-bbd3-d050fbc1a4fe,MOBILE,,,,,,BUYMORE,7440.0
74e8c24e-960d-4501-856b-2492bd1927ae,ADD_PROMO,2020-11-24 23:21:01.182139 UTC,1dec0f34-3f40-4b45-977c-1acc431e648d,MOBILE,,,,,,WEEKENDMANTAP,7010.0
